MCC Medicine Reg. No.	Applicants MCC Licence No	Applicant Name	Nappi Code	ATC 4	Medicine Schedule	Medicine Proprietary Name	Active Ingredients	Strength	Pack Size	Quantity	Manufacturer Price	Logistics Fee	VAT	SEP	Unit Price	Effective Date	Originator or Generic
W218298	0000000620	Bayer (Pty) Ltd	825905001	G03AA	S3	Femodene ED	Ethinylestradiol	0.029 mg SCT	28	1	81.38	10.93	13.85	106.16	3.79		Originator
W218298	0000000620	Bayer (Pty) Ltd	825905001	G03AA	S3	Femodene ED	Gestodene										
N2182113	0000000620	Bayer (Pty) Ltd	825956005	G03AB	S3	Logynon ED	Levonorgestrel	0.05 mg SCT	28	1	40.41	5.51	6.89	52.81	1.89		Originator
N2182113	0000000620	Bayer (Pty) Ltd	825956005	G03AB	S3	Logynon ED	Ethinylestradiol										
3120110111	0000000620	Bayer (Pty) Ltd	829498001	J01MA	S4	Ciprobay Suspension	Ciprofloxacin	250 mg/5ml SUS	100	1	212	18.7	34.61	265.31	2.65	2018-04-01	Originator
U2022205	0000000620	Bayer (Pty) Ltd	831891009	G01AF	S1	Canesten 1VC Vaginal Cream	Clotrimazole 	500 mg/5g VCR	5	1	130.04	12.53	21.39	163.96	32.79		Originator
K2022187	0000000620	Bayer (Pty) Ltd	831905018	G01AF	S1	Canesten Vaginal Cream	Clotrimazole 	50 mg/5g VCR	35	1	131.34	12.65	21.6	165.59	4.73	2018-04-01	Originator
K2022187	0000000620	Bayer (Pty) Ltd	831905026	G01AF	S1	Canesten Vaginal Cream	Clotrimazole 	50 mg/5g VCR	50	1	187.62	18.08	30.86	236.56	4.73		Originator
R1392204	0000000620	Bayer (Pty) Ltd	835862003	D01AC	S1	Canespor Solution	Bifonazole	10 mg/ml SLN	15	1	88.37	8.22	14.49	111.08	7.41	2018-04-01	Originator
2921120515	0000000620	Bayer (Pty) Ltd	836281004	G03HA	S4	Androcur	Cyproterone Acetate	100 mg TAB	60	1	2735.62	368.67	465.64	3569.93	59.5	2018-04-01	Originator
W28199	0000000620	Bayer (Pty) Ltd	839140002	V08CA	S2	Magnevist	Gadopentate Dimeglumine	0.5 mg/ml VIA	20	10	4571.32	623.41	779.21	5973.94	29.87		Originator
28280639	0000000620	Bayer (Pty) Ltd	839159005	V08CA	S2	Magnevist	Gadopentate Dimeglumine	0.5 mg/ml PFS	10	5	1455.28	198.41	248.05	1901.74	38.03	2018-04-01	Originator
28280641	0000000620	Bayer (Pty) Ltd	839167008	V08CA	S2	Magnevist	Gadopentate Dimeglumine	0.5 mg/ml PFS	15	5	2182.92	297.65	372.09	2852.66	38.04		Originator
W28199	0000000620	Bayer (Pty) Ltd	839175019	V08CA	S2	Magnevist	Gadopentate Dimeglumine	0.5 mg/ml PFS	20	5	2885.46	393.48	491.84	3770.78	37.71	2018-04-01	Originator
311880462	0000000620	Bayer (Pty) Ltd	842893008	G03AA	S3	Melodene	Ethinylestradiol	0.02 mg SCT	28	1	90.01	12.26	15.34	117.61	4.2	2018-04-01	Originator
311880462	0000000620	Bayer (Pty) Ltd	842893008	G03AA	S3	Melodene	Gestodene										
32340332	0000000620	Bayer (Pty) Ltd	852252005	G03AA	S4	Mirena	Levonorgestrel	52 mg IUS	1	1	2214.54	301.94	377.47	2893.95	2893.95	2018-04-01	Originator
3180413	0000000620	Bayer (Pty) Ltd	862304008	B01AC	S2	Bayer Aspirin Cardio 100	Acetylsalicylic Acid	100 mg/ml ECT	30	1	31.15	1.39	4.88	37.42	1.25		Originator
31270145	0000000620	Bayer (Pty) Ltd	864692005	M01AE	S2	Aleve	Naproxen Sodium	200 mg CAP	10	1	17.08	1.64	2.81	21.53	2.15	2018-04-01	Originator
31270145	0000000620	Bayer (Pty) Ltd	864692013	M01AE	S2	Aleve	Naproxen Sodium	200 mg CAP	20	1	34.19	3.27	5.62	43.08	2.15	2018-04-01	Originator
31270145	0000000620	Bayer (Pty) Ltd	864692014	M01AE	S1	Aleve 	Naproxen Sodium	220 mg TAB	12	1	20.45	1.97	3.36	25.78	2.15		Originator
31270145	0000000620	Bayer (Pty) Ltd	864692015	M01AE	S2	Aleve 	Naproxen Sodium	220 mg TAB	24	1	41.03	3.92	6.74	51.69	2.15	2018-04-01	Originator
E1180667	0000000620	Bayer (Pty) Ltd	875376002	C05AA	S4	Scheriproct Oinment	Prednisolone Caproate	1.899 mg/g OIN	15	1	122.03	16.63	20.8	159.46	10.63		Originator
E1180667	0000000620	Bayer (Pty) Ltd	875376002	C05AA	S4	Scheriproct Oinment	Cinchocaine Hydrochloride										
E1180667	0000000620	Bayer (Pty) Ltd	875376010	C05AA	S4	Scheriproct Ointment	Prednisolone Caproate	1.899 mg/g OIN	30	1	265.58	36.22	45.27	347.07	11.57	2018-04-01	Originator
E1180667	0000000620	Bayer (Pty) Ltd	875376010	C05AA	S4	Scheriproct Ointment	Cinchocaine Hydrochloride										
E1180668	0000000620	Bayer (Pty) Ltd	875384005	C05AA	S4	Scheriproct Suppositories	Prednisolone Caproate	1.3 mg SUP	12	1	137.15	18.68	23.37	179.2	14.93	2018-04-01	Originator
E1180668	0000000620	Bayer (Pty) Ltd	875384005	C05AA	S4	Scheriproct Suppositories	Cinchocaine Hydrochloride										
C535(Act1011965)	0000000620	Bayer (Pty) Ltd	877891001	R01BA	S2	Demazin Syrup	Chlorpheniramine Maleate	1.25 mg / 5 ml SYR	100	1	43.85	4.39	7.24	55.48	0.55	2018-04-01	Originator
331880364	0000000620	Bayer (Pty) Ltd	880418001	G03AA	S3	Mirelle	Gestodene	0.059 mg FCT	28	1	97.84	13.14	16.65	127.63	4.56	2018-04-01	Originator
331880364	0000000620	Bayer (Pty) Ltd	880418001	G03AA	S3	Mirelle	Ethinylestradiol										
H322912	0000000620	Bayer (Pty) Ltd	881759002	B02AB	S4	Trasylol Inj 100Ml	Aprotinin	140 mg INJ	100	1	1034.41	91.89	168.95	1295.25	12.95	2018-04-01	Originator
3420110008	0000000620	Bayer (Pty) Ltd	881988006	J01MA	S4	Avelon Tabs 5S	Moxifloxacin	400 mg TAB	5	1	226.21	17.49	36.56	280.26	56.05		Originator
3420110008	0000000620	Bayer (Pty) Ltd	881988014	J01MA	S4	Avelon Tabs 10S	Moxifloxacin	400 mg TAB	10	1	446.06	41.36	73.11	560.53	56.05	2018-04-01	Originator
3213410362	0000000620	Bayer (Pty) Ltd	883180006	D07AC	S4	Advantan Milk	Methylprednisolone Aceponate	1 mg/g MLK	20	1	162.66	22.18	27.73	212.57	10.63	2018-04-01	Originator
28280643	0000000620	Bayer (Pty) Ltd	894656007	V08AB	S4	Ultravist 370 200ml	Iopromide	769 mg/ml LIQ	200	10	10285.88	1386.25	1750.82	13422.95	6.71		Originator
2921820685	0000000620	Bayer (Pty) Ltd	897311004	G03HB	S4	Minerva-35	Cyproterone Acetate	2 mg TAB	28	1	100.07	17.44	17.63	135.14	4.83	2018-04-01	Originator
2921820685	0000000620	Bayer (Pty) Ltd	897311004	G03HB	S4	Minerva-35	Ethinylestradiol										
3620110052	0000000620	Bayer (Pty) Ltd	898511003	J01MA	S4	Avelon IV 400mg 250ml	Moxifloxacin	400 mg/250ml INJ	250	1	360.87	31.66	58.88	451.41	1.81	2018-04-01	Originator
355710207	0000000620	Bayer (Pty) Ltd	898658001	R06AX	S2	Deselex Tablets	Desloratadine	5 mg TAB	30	1	226.26	22.66	37.34	286.26	9.54	2018-04-01	Originator
355710207	0000000620	Bayer (Pty) Ltd	898658008	R06AX	S2	Deselex Tablets	Desloratadine	5 mg TAB	7	1	52.8	5.28	8.71	66.79	9.54		Originator
355710207	0000000620	Bayer (Pty) Ltd	898658009	R06AX	S2	Deselex Tablets	Desloratadine	5 mg TAB	10	1	75.48	7.5	12.45	95.43	9.54	2018-04-01	Originator
3120170288	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701100001	A07AA	S2	Candacide Oral Suspension	Nystatin	100000 u/ml SUS	20	1	26.58	4.69	4.69	35.96	1.8		Generic
3120170288	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701100002	A07AA	S2	Candacide Oral Suspension	Nystatin	100000 u/ml SUS	30	1	39.87	7.04	7.04	53.95	1.8	2018-04-01	Generic
341340471	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701102003	R06AC	S2	Mepyraderm	Mepyramine Maleate 0.2g	0.2 g/25g CRE	500	1	247.1	43.61	43.61	334.32	0.67	2018-04-01	Generic
341340471	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701102004	D04AA	S2	Mepyraderm	Mepyramine	0.2 g/25g CRE	25	1	12.36	2.19	2.18	16.73	0.67		Generic
35280065	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701105006	N02BE	S2	B-Dol Tablets	Caffeine	30 mg TAB	100	1	41.67	7.35	7.35	56.38	0.56	2018-04-01	Generic
35280065	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701105006	N02BE	S2	B-Dol Tablets	Doxylamine										
35280065	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701105006	N02BE	S2	B-Dol Tablets	Codeine										
35280065	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701105006	N02BE	S2	B-Dol Tablets	Paracetamol										
36310042	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	701975001	M01AE	S3	Betaprofen 400 Fc 	Ibuprofen	400 mg TAB	1000	1	187.94	33.17	33.17	254.28	0.25		Generic
3220110377	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	702524001	J01MA	S4	Floxin 	Norfloxacin	400 mg TAB	6	1	19.45	3.43	3.43	26.31	4.39	2018-04-01	Generic
34280489	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	703660001	N02BE	S2	Codoxol	Caffeine	30 mg TAB	1000	1	330.78	58.37	58.37	447.53	0.45		Generic
34280489	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	703660001	N02BE	S2	Codoxol	Codeine										
34280489	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	703660001	N02BE	S2	Codoxol	Paracetamol										
34280489	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	703660001	N02BE	S2	Codoxol	Doxylamine										
292020729	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	703865001	J01EE	S4	Casicot	Sulfamethoxazole	200 mg/5ml SUS	50	1	3.73	0.66	0.66	5.04	0.1	2018-04-01	Generic
292020729	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	703865001	J01EE	S4	Casicot	Trimethoprim										
3611430420	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	704629001	A02BC	S4	Nozer Capsules	Omeprazole	20 mg CAP	30	1	124.45	21.96	21.96	168.37	5.61	2018-04-01	Generic
3611430420	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	704629002	A02BC	S4	Nozer Capsules	Omeprazole	20 mg CAP	28	1	116.14	20.49	20.5	157.13	5.61	2018-04-01	Generic
32520670	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	704651001	C07AB	S3	B-Block 	Atenolol 100mg	100 mg TAB	30	1	23.61	4.17	4.17	31.95	1.06		Generic
31520332	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	704653001	C07AB	S3	B-Block	Atenolol	50 mg TAB	30	1	16.65	2.94	2.94	22.53	0.75	2018-04-01	Generic
33270203	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	704719001	N02BE	S1	Paracet	Paracetamol	500 mg TAB	1000	1	76.92	13.58	13.57	104.07	0.1		Generic
A3820110676	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705353001	J01DC	S4	Betaroxime	Cefuroxime	250 mg INJ	1	1	18.1	3.19	3.19	24.49	24.49	2018-04-01	Generic
A3820110677	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705354001	J01DC	S4	Betaroxime	Cefuroxime	750 mg INJ	1	1	32.54	5.74	5.74	44.03	44.03	2018-04-01	Generic
A3820110552	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705355001	J01DD	S4	Triaxiphin 	Ceftriaxone	500 mg INJ	1	1	27.55	4.86	4.86	37.27	37.27		Generic
A3820110550	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705356001	J01DD	S4	Triaxiphin 	Ceftriaxone	1 g INJ	1	1	30.78	5.43	5.43	41.64	41.64	2018-04-01	Generic
A385710621	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705359001	R06AX	S2	Lorfast	Loratadine	10 mg TAB	10	1	12.76	2.25	2.25	17.26	1.73		Generic
A385710621	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705359002	R06AX	S2	Lorfast	Loratadine	10 mg TAB	30	1	38.26	6.75	6.75	51.76	1.73	2018-04-01	Generic
A3911430323	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705360001	A02BA	S3	Ranit	Ranitidine	300 mg TAB	30	1	36.72	6.48	6.48	49.68	1.66	2018-04-01	Generic
A3911430322	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705361001	A02BA	S3	Ranit	Ranitidine	150 mg TAB	60	1	54.29	9.58	9.58	73.45	1.22		Generic
A3911430322	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	705361002	A02BA	S3	Ranit	Ranitidine 150 Mg	150 mg TAB	10	1	9.13	1.49	1.59	12.21	1.22	2018-04-01	Generic
2920120731	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	706948001	J01CA	S4	Amocas	Amoxicillin	250 mg TAB	500	1	120.81	21.32	21.32	163.45	0.33		Generic
292020728	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	706950001	J01EE	S4	Casicot Prp Display	Sulfamethoxazole	400 mg TAB	1000	1	4.18	0.74	0.74	5.66	0.01	2018-04-01	Generic
292020728	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	706950001	J01EE	S4	Casicot Prp Display	Trimethoprim										
A38120426	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707436001	R06AC	S4	Wormadole	Albendazole	400 mg TAB	1	1	3.97	0.7	0.7	5.37	5.37		Generic
3620110221	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707437001	J01FA	S4	Betamycin 	Erythromycin	250 mg TAB	100	1	94.55	16.69	16.68	127.92	1.28	2018-04-01	Generic
A395710384	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707885001	R6A0E	S2	Betek	Cetirizine 10mg	10 mg TAB	10	1	9.85	1.74	1.74	13.33	1.33		Generic
A395710384	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707885002	R6A0E	S2	Betek	Cetirizine 10mg	10 mg TAB	30	1	29.58	5.22	5.22	40.03	1.33	2018-04-01	Generic
3420110312	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707886001	J01MA	S4	Cilofloc	Ciprofloxacin 250mg	250 mg TAB	10	1	11.04	1.94	1.95	14.93	1.49	2018-04-01	Generic
3420110313	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707887001	J01MA	S4	Cilofloc	Ciprofloxacin 500mg	500 mg TAB	10	1	17.38	3.07	3.07	23.52	2.35		Generic
A39120548	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707888001	N06AB	S5	Cilate	Citalopram 	20 mg TAB	30	1	57.26	10.1	10.1	77.47	2.58	2018-04-01	Generic
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899001	A02AG	S2	Betaclomin Gel 	Aluminium Hydroxide	400 mg/10ml SUS	200	1	15.27	2.69	2.69	20.65	0.1		Generic
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899001	A02AG	S2	Betaclomin Gel 	Magnesium Oxide										
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899001	A02AG	S2	Betaclomin Gel 	Dicycloverine										
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899028	A02AG	S2	Betaclomin Gel 	Aluminium Hydroxide	400 mg/10ml SUS	350	1	26.73	4.72	4.72	36.17	0.1		Generic
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899028	A02AG	S2	Betaclomin Gel 	Dicycloverine										
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899028	A02AG	S2	Betaclomin Gel 	Magnesium Oxide										
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899044	A02AG	S2	Betaclomin Gel 	Aluminium Hydroxide	400 mg/10ml SUS	100	1	7.64	1.35	1.35	10.33	0.1	2018-04-01	Generic
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899044	A02AG	S2	Betaclomin Gel 	Triprolidine										
P1142253	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707899044	A02AG	S2	Betaclomin Gel 	Dicycloverine										
P28311	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707910021	N02BE	S2	Painamol Plus	Codeine	8 mg TAB	1000	1	303.95	53.64	53.64	411.23	0.41	2018-04-01	Generic
P28311	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	707910021	N02BE	S2	Painamol Plus	Paracetamol										
A38710652	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708039001	C08CA	S3	Calbloc	Amlodipine Besilate 5mg	5 mg TAB	30	1	48.66	8.59	8.59	65.83	2.19	2018-04-01	Generic
A38710653	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708040001	C08CA	S3	Calbloc	Amlodipine Besilate 10mg	10 mg TAB	30	1	75.71	13.37	13.36	102.44	3.41	2018-04-01	Generic
L101415	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708054005	R06AA	S1	Betalin	Ammonium Chloride	136 mg/5ml SYR	100	1	9.28	1.64	1.64	12.56	0.13		Generic
L101415	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708054005	R06AA	S1	Betalin	Diphenhydramine										
L101415	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708054013	R06AA	S2	Betalin	Sodium Citrate 56mg, Contains: Menthol 1,2mg / 5ml	200 ml SYR	200	1	18.58	3.28	3.28	25.14	0.13		Generic
L101415	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708054013	R06AA	S2	Betalin	Menthol 										
L26185	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708062024	N05BA	S5	Betapam	Diazepam	5 mg TAB	1000	1	82.38	14.54	14.54	111.45	0.11	2018-04-01	Generic
S1022146	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708151019	R05CB	S2	Betaphlem Syrup	Carbocisteine	250 mg/5ml SYR	200	1	19.3	3.4	3.4	26.1	0.13		Generic
S1022146	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	708151027	R05CB	S2	Betaphlem Syrup	Carbocisteine	250 mg/5ml SYR	2500	1	241.21	42.57	42.57	326.34	0.13	2018-04-01	Generic
A40270147	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	709803001	M01AB	S4	Bedoral	Ketorolac Trimethamine 30mg/1ml	30 mg/1ml INJ	10	1	158.78	28.02	28.02	214.82	21.48		Generic
A40120366	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	710528001	N06A9	S5	Beron	Mirtazapine	15 mg TAB	30	1	195.5	34.51	34.5	264.51	8.82	2018-04-01	Generic
A40120367	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	710529001	N06A9	S5	Beron	Mirtazapine	30 mg TAB	30	1	297.79	52.55	52.55	402.89	13.43	2018-04-01	Generic
4120110138	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	710530001	J01DC	S4	Betaroxime T	Cefuroxime Axetil	250 mg TAB	10	1	100.1	17.67	17.66	135.43	13.54		Generic
4120110139	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	710531001	JO1DC	S4	Betaroxime T 500	Cefuroxime Axetil	500 mg TAB	10	1	155.61	27.46	27.46	210.53	21.05	2018-04-01	Generic
41120210	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	710907001	N06AB	S5	Sermax 100	Sertraline	100 mg TAB	30	1	325.99	57.53	57.53	441.05	14.7		Generic
41120209	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	711387001	N06AB	S5	Sermax 50	Sertraline	50 mg TAB	30	1	182.9	32.28	32.28	247.45	8.25	2018-04-01	Generic
412120071	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	714525001	A10J1	S3	Gluconorm 500	Metformin Hcl 	500 mg TAB 	100	1	33.04	5.83	5.83	44.71	0.45	2018-04-01	Generic
412120072	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	714526001	A10J1	S3	Gluconorm 850	Metformin Hcl 	850 mg TAB 	60	1	38.63	6.81	6.82	52.26	0.87		Generic
G1236	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	715166018	R05DA	S2	Codef Cough 	Codeine	7.5 mg/15ml SYR	100	1	14.83	2.61	2.62	20.06	0.2	2018-04-01	Generic
G1236	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	715166018	R05DA	S2	Codef Cough 	Mepyramine										
G1236	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	715166018	R05DA	S2	Codef Cough 	Ephedrine										
G1236	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	715166034	R05DA	S2	Codef Cough 	Codeine	7.5 mg/15ml SYR	2500	1	370.89	65.45	65.45	501.79	0.2	2018-04-01	Generic
G1236	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	715166034	R05DA	S2	Codef Cough 	Ephedrine										
G1236	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	715166034	R05DA	S2	Codef Cough 	Mepyramine										
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041001	N02BE	S2	Alpha-Dol	Caffeine	30 mg TAB	20	1	8.74	1.54	1.54	11.82	0.59		Generic
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041001	N02BE	S2	Alpha-Dol	Codeine										
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041001	N02BE	S2	Alpha-Dol	Doxylamine										
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041001	N02BE	S2	Alpha-Dol	Paracetamol										
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041002	N02BE	S2	Alpha-Dol	Caffeine	30 mg TAB	100	1	43.68	7.71	7.71	59.09	0.59	2018-04-01	Generic
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041002	N02BE	S2	Alpha-Dol	Doxylamine										
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041002	N02BE	S2	Alpha-Dol	Codeine										
36280271	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716041002	N02BE	S2	Alpha-Dol	Paracetamol										
R202279	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716731029	J01EE	S4	Cozole 	Sulfamethoxazole	400 mg TAB	500	1	82.69	14.59	14.59	111.87	0.22		Generic
R202279	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716731029	J01EE	S4	Cozole 	Trimethoprim										
417130116	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716792001	C09AA	S3	Lysin 5	Lisinopril	5 mg TAB	30	1	36.06	6.37	6.36	48.79	1.63		Generic
417130118	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	716794001	C09AA	S3	Lysin 20	Lisinopril	20 mg TAB	30	1	63.51	11.21	11.21	85.93	2.86	2018-04-01	Generic
B201290	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	751111014	J01CE	S4	Betapen	Phenoxymethylpenicillin	125 mg/5ml SUS	100	1	7.71	1.36	1.36	10.42	0.1	2018-04-01	Generic
E27105	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752142011	N02BE	S1	Painamol Tablets (White)	Paracetamol	500 mg TAB	100	1	9.93	2.4	1.85	14.18	0.14		Generic
E27105	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752142135	N02BE	S1	Painamol Tablets (White)	Paracetamol	500 mg TAB	1000	1	99.56	24.11	18.55	142.22	0.14	2018-04-01	Generic
R28270	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752177036	N02BE	S5	Painagon 	Caffeine	32 mg TAB	1000	1	296.84	52.39	52.38	401.62	0.4		Generic
R28270	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752177036	N02BE	S5	Painagon 	Codeine										
R28270	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752177036	N02BE	S5	Painagon 	Meprobamate										
R28270	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752177036	N02BE	S5	Painagon 	Paracetamol										
S2829	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752185004	N02BE	S2	Painagon 	Codeine	5 mg/5ml SYR	100	1	11.14	1.96	1.97	15.07	0.15	2018-04-01	Generic
S2829	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752185004	N02BE	S2	Painagon 	Paracetamol										
S2829	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	752185004	N02BE	S2	Painagon 	Promethazine										
G5722	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	757373011	R06AD	S2	Prohist	Promethazine	5 mg/5ml SYR	100	1	7.4	1.3	1.31	10.01	0.1	2018-04-01	Generic
G5722	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	757373038	R06AD	S2	Prohist	Promethazine	5 mg/5ml SYR	2500	1	185.44	32.72	32.72	250.89	0.1		Generic
L2011184	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	780081005	J01CE	S4	Betapen	Phenoxymethylpenicillin	250 mg TAB	100	1	22.55	3.98	3.98	30.51	0.31	2018-04-01	Generic
L2011184	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	780081013	J01CE	S4	Betapen	Phenoxymethylpenicillin	250 mg TAB	1000	1	225.49	39.79	39.79	305.08	0.31		Generic
X201298	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	783188021	J01CA	S4	Be-Ampouleicil	Ampicillin	250 mg CAP	1000	1	315.78	55.73	55.73	427.23	0.43	2018-04-01	Generic
X52315	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	787167010	C07AA	S3	Prodorol 	Propranolol	10 mg TAB	1000	1	100.9	17.81	17.81	136.51	0.14	2018-04-01	Generic
X52316	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	787175013	C07AA	S3	Prodorol 	Propranolol	40 mg TAB	500	1	91.88	16.21	16.21	124.31	0.25		Generic
X31366	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	787426016	M01AE	S3	Betaprofen	Ibuprofen	200 mg TAB	1000	1	103.51	18.27	18.27	140.04	0.14	2018-04-01	Generic
X2011104	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	787434035	J01AA	S4	Be-Oxytet 	Oxytetracycline	250 mg CAP	1000	1	163.18	28.8	28.8	220.78	0.22		Generic
X572317	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	787817023	A03FA	S4	Betaclopramide 	Metoclopramide	10 mg TAB	500	1	58.8	10.38	10.38	79.55	0.16	2018-04-01	Generic
X31347	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	787833010	M01AB	S3	Betacin	Indometacin	25 mg CAP	500	1	55.7	9.83	9.83	75.36	0.15	2018-04-01	Generic
Y2022290	0000000259	Be Tabs Pharmaceuticals (Pty) Ltd	788554018	D01AC	S2	Candaspor 	Clotrimazole	10 mg/g CRE	20	1	8.63	1.52	1.52	11.67	0.58		Generic
