drug_code,ingredient_name,strength
90668,SODIUM ACETATE,35.71 G
90670,CALCIUM (CALCIUM ACETATE),1.81 G
90671,POTASSIUM (POTASSIUM CHLORIDE),7.48 G
90672,FOLIC ACID,150 MG
90673,VITAMIN B12,2.56 MG
90675,MENADIONE (MENADIONE SODIUM BISULFITE),500 MG
90678,LISINOPRIL,20 MG
90679,LISINOPRIL,5 MG
90680,LAMOTRIGINE,150 MG
90681,LAMOTRIGINE,100 MG
90682,LAMOTRIGINE,25 MG
90683,CALCIUM POLYSTYRENE SULFONATE,999 MG
90684,LISINOPRIL,10 MG
90687,HEPARIN SODIUM,2 UNIT
90688,GEMFIBROZIL,600 MG
90689,VERAPAMIL HYDROCHLORIDE,2.5 MG
90690,LIDOCAINE,5 %
90691,CLARITHROMYCIN,500 MG
90695,BENZALKONIUM CHLORIDE,0.8 %
90698,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.8 %
90699,BENZALKONIUM CHLORIDE,2.25 %
90700,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
90701,BENZALKONIUM CHLORIDE,5 %
90702,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,5 %
90704,BACLOFEN,10 MG
90705,BACLOFEN,20 MG
90706,LINCOMYCIN (LINCOMYCIN HYDROCHLORIDE),44 G
90711,SUCRALFATE,1 G
90712,BACLOFEN,2 MG
90714,BACLOFEN,0.05 MG
90723,CHARCOAL ACTIVATED,200 MG
90733,WATER,100 %
90735,SULFASALAZINE,500 MG
90736,SULFASALAZINE,500 MG
90738,CLOROPHENE,0.7 %
90739,P-TERT-PENTYLPHENOL,1.7 %
90742,O-PHENYLPHENOL,4.6 %
90743,SODIUM POLYSTYRENE SULFONATE,100 %
90744,DIDECYL DIMETHYL AMMONIUM CHLORIDE,2.54 %
90745,BENZALKONIUM CHLORIDE,1.69 %
90746,PROPRANOLOL HYDROCHLORIDE,60 MG
90747,DIPHENHYDRAMINE HYDROCHLORIDE,50 MG
90757,FLUCONAZOLE,150 MG
86626,DIPHENHYDRAMINE HYDROCHLORIDE,25 MG
86635,CYCLOSPORINE,100 MG
86636,MEGLUMINE IOXITALAMATE,513 MG
86640,SODIUM IOXITALAMATE,255 MG
86641,CYCLOSPORINE,100 MG
86642,CYCLOSPORINE,25 MG
86643,CYCLOSPORINE,50 MG
86646,LORAZEPAM,0.5 MG
86647,SODIUM DIACETATE,7.14 G
86648,NICOTINAMIDE,6720 MG
86649,CALCIUM D-PANTOTHENATE,3200 MG
86657,CHOLINE BITARTRATE,5760 MG
86658,VITAMIN D3,1000000 UNIT
86659,CALCIUM ACETATE,7.14 G
86662,VITAMIN B2,1280 MG
86663,VITAMIN E,1500 UNIT
86666,VITAMIN A (VITAMIN A ACETATE),1280000 UNIT
86667,POTASSIUM CHLORIDE,14.28 G
86668,SODIUM CHLORIDE,277.71 G
86669,SODIUM ACETATE,35.71 G
86671,FOLIC ACID,150 MG
86672,VITAMIN B12,2560 MCG
86676,MENADIONE (MENADIONE SODIUM BISULFITE),500 MG
86677,MAGNESIUM CHLORIDE ANHYDROUS,7.14 G
86678,METRONIDAZOLE,0.75 %
86679,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE),100 MG
86680,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE),200 MG
86687,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE),400 MG
86691,CARBOPLATIN,10 MG
86692,MICONAZOLE NITRATE,2 %
86695,DICYCLOMINE HYDROCHLORIDE,10 MG
86696,DICYCLOMINE HYDROCHLORIDE,20 MG
86697,SUCRALFATE,1 G
86698,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
86700,ACETAMINOPHEN,500 MG
86701,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
86703,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
86711,CHLORPHENIRAMINE MALEATE,2 MG
86712,ACETAMINOPHEN,500 MG
86716,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
86718,OLSALAZINE SODIUM,250 MG
86719,HYDROCHLOROTHIAZIDE,25 MG
86720,LISINOPRIL,20 MG
86721,ATENOLOL,100 MG
86722,CHLORTHALIDONE,25 MG
86726,ATENOLOL,50 MG
86731,ATENOLOL,100 MG
86732,TRICLOSAN,.3 %
86733,BACLOFEN,0.5 MG
86734,SERTRALINE (SERTRALINE HYDROCHLORIDE),25 MG
86735,FLUCONAZOLE,50 MG
86736,LIDOCAINE HYDROCHLORIDE,20 MG
86737,LIDOCAINE HYDROCHLORIDE,0.5 %
86740,DIDECYL DIMETHYL AMMONIUM CHLORIDE,1.37664 %
86741,PHOSPHORIC ACID,30.0 %
86742,BENZALKONIUM CHLORIDE,3.0592 %
86743,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.91776 %
86754,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,2.2944 %
86756,NALOXONE HYDROCHLORIDE,1 MG
86757,NALOXONE HYDROCHLORIDE,0.4 MG
77227,TRAZODONE HYDROCHLORIDE,150 MG
77228,NONYL PHENOXYPOLY ETHOXY ETHANOL-IODINE,1.7 %
77229,TRAZODONE HYDROCHLORIDE,100 MG
77246,TRAZODONE HYDROCHLORIDE,50 MG
77247,INDAPAMIDE,2.5 MG
77249,CLARITHROMYCIN,125 MG
77250,LOPERAMIDE HYDROCHLORIDE,2 MG
77251,TRANEXAMIC ACID,500 MG
77258,TRETINOIN,10 MG
77259,RIFABUTIN,150 MG
77260,NITROGLYCERIN,40 MG
77261,DEXTROSE,5 G
77283,NITROGLYCERIN,20 MG
77284,DEXTROSE,5 G
77285,FORMALDEHYDE,37 %
77286,SODIUM CHLORIDE,9 MG
77300,ATENOLOL,50 MG
77304,CHLORTHALIDONE,25 MG
77306,TRAZODONE HYDROCHLORIDE,150 MG
77307,TRAZODONE HYDROCHLORIDE,100 MG
77308,TRAZODONE HYDROCHLORIDE,50 MG
77316,DEXTROSE,45 G
77317,POTASSIUM CHLORIDE,5.02 G
77318,SODIUM CHLORIDE,263 G
77319,ACETIC ACID,8.11 G
77332,MAGNESIUM CHLORIDE,2.14 G
77334,CALCIUM CHLORIDE,7.49 G
77335,DEXTROSE,45 G
77336,POTASSIUM CHLORIDE,5.02 G
77337,SODIUM CHLORIDE,263 G
77338,ACETIC ACID,5.41 G
77343,MAGNESIUM CHLORIDE,2.14 G
77344,CALCIUM CHLORIDE,6.24 G
77347,DEXTROSE,90 G
77349,POTASSIUM CHLORIDE,3.35 G
77362,SODIUM CHLORIDE,263 G
77363,ACETIC ACID,10.8 G
77369,MAGNESIUM CHLORIDE,1.61 G
77370,CALCIUM CHLORIDE,7.49 G
77381,DEXTROSE,45 G
77383,POTASSIUM CHLORIDE,3.35 G
77409,SODIUM CHLORIDE,263 G
77412,ACETIC ACID,10.8 G
77421,MAGNESIUM CHLORIDE,1.61 G
77433,CALCIUM CHLORIDE,7.49 G
77440,CHLOROXYLENOL,0.6 %
77454,LEUCOVORIN (LEUCOVORIN CALCIUM),10 MG
77458,MESALAZINE,500 MG
77459,MESALAZINE,500 MG
77460,DICYCLOMINE HYDROCHLORIDE,10 MG
77465,APRACLONIDINE (APRACLONIDINE HYDROCHLORIDE),0.5 %
77466,PENTAZOCINE (PENTAZOCINE HYDROCHLORIDE),50 MG
77467,DALTEPARIN SODIUM,10000 UNIT
77475,DICLOFENAC SODIUM,75 MG
77476,HYDROCORTISONE ACETATE,0.5 %
77486,ZINC SULFATE,0.5 %
77528,GENTAMICIN (GENTAMICIN SULFATE),1 MG
77539,GENTAMICIN (GENTAMICIN SULFATE),1.6 MG
77540,MILBEMYCIN OXIME,11.5 MG
77541,MILBEMYCIN OXIME,2.3 MG
77542,CYCLOSPORINE,2 MG
77543,DEXTROSE,90 G
77544,POTASSIUM CHLORIDE,6.7 G
77545,SODIUM CHLORIDE,263 G
77546,ACETIC ACID,10.8 G
77548,MAGNESIUM CHLORIDE,1.61 G
77550,CALCIUM CHLORIDE,7.49 G
77551,DESMOPRESSIN ACETATE,15 MCG
42341,SODIUM LAURYL SULFOACETATE,9 MG
42373,SORBITOL,625 MG
42376,SODIUM CITRATE,90 MG
42377,KETOPROFEN,5 MG
42382,KETOPROFEN,20 MG
42388,KETOPROFEN,10 MG
42395,BENZALKONIUM CHLORIDE,1.6 %
42486,DALTEPARIN SODIUM,5000 UNIT
42569,DALTEPARIN SODIUM,2500 UNIT
42607,CALCIUM CHLORIDE,7.45 G
42652,ALDESLEUKIN,22000000 UNIT
42685,HYDROMORPHONE HYDROCHLORIDE,2 MG
42699,MEPERIDINE HYDROCHLORIDE,50 MG
42736,DEXTROSE,222.7 G
42778,CALCIUM CHLORIDE,14.9 G
42841,HYDROMORPHONE HYDROCHLORIDE,10 MG
42842,HYDROMORPHONE HYDROCHLORIDE,50 MG
42844,HYDROMORPHONE HYDROCHLORIDE,20 MG
42846,BENZALKONIUM CHLORIDE,0.09 %
42847,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.09 %
42848,PRIMAQUINE PHOSPHATE,26.3 MG
42854,ACETYLSALICYLIC ACID,80 MG
42856,OXYBUTYNIN CHLORIDE,5 MG
42862,TRANEXAMIC ACID,100 MG
42865,CLOROPHENE,2.75 %
42879,INDOCYANINE GREEN,25 MG
42888,DOXYCYCLINE (DOXYCYCLINE HYCLATE),100 MG
42889,TRICLOSAN,0.15 %
42890,CHLOROXYLENOL,0.15 %
42902,DEXRAZOXANE,250 MG
42910,OFLOXACIN,0.3 %
42921,MESALAZINE,1 G
42922,MESALAZINE,4 G
42926,MESALAZINE,1 G
42927,PROGESTERONE,100 MG
42931,MESALAZINE,4 G
42943,MESALAZINE,2 G
42944,NITROUS OXIDE,50 %
42945,OXYGEN,50 %
42946,LANSOPRAZOLE,15 MG
42952,LANSOPRAZOLE,30 MG
42959,MILBEMYCIN OXIME,23 MG
42960,MILBEMYCIN OXIME,5.75 MG
42962,L-ALANINE,1.04 G
42964,METHIONINE,290 MG
42981,TRYPTOPHAN,90 MG
42996,L-THREONINE,210 MG
42997,L-ISOLEUCINE,240 MG
42998,L-TYROSINE,20 MG
43004,L-PROLINE,210 MG
43006,L-ARGININE,520 MG
43011,L-PHENYLALANINE HYDROCHLORIDE,310 MG
43017,DEXTROSE,20 G
43018,GLYCINE,1.04 G
43019,HISTIDINE,220 MG
43020,L-LYSINE HYDROCHLORIDE,290 MG
43029,L-VALINE,230 MG
43030,L-LEUCINE HYDROCHLORIDE,310 MG
43041,COLESTIPOL HYDROCHLORIDE,5 G
43063,AVOBENZONE,2 %
43076,OXYBENZONE,3 %
43077,OCTINOXATE,7.5 %
43078,HYDROMORPHONE HYDROCHLORIDE,3 MG
43080,HYDROMORPHONE HYDROCHLORIDE,6 MG
43081,NICOTINAMIDE,1.111 MG
43086,THIAMINE HYDROCHLORIDE,0.222 MG
43087,PYRIDOXINE HYDROCHLORIDE,0.042 MG
43089,CHOLINE,2.222 MG
43094,INOSITOL,2.222 MG
65718,VITAMIN B2,0.111 MG
65719,PIPRADROL HYDROCHLORIDE,0.044 MG
65720,VERAPAMIL HYDROCHLORIDE,2.5 MG
65721,BENZALKONIUM CHLORIDE,1.5 %
65722,COLESTIPOL HYDROCHLORIDE,1 G
65740,PIPERAZINE (PIPERAZINE SULFATE),34 G
65741,DIBUCAINE HYDROCHLORIDE,0.5 %
65742,ESCULIN,1 %
65746,FRAMYCETIN SULFATE,1 %
65747,HYDROCORTISONE (HYDROCORTISONE ACETATE),0.5 %
65751,DIBUCAINE HYDROCHLORIDE,5 MG
65752,ESCULIN,10 MG
65753,FRAMYCETIN SULFATE,10 MG
65756,HYDROCORTISONE (HYDROCORTISONE ACETATE),5 MG
65768,POLLEN,40000 UNIT
65769,NON POLLEN,500 UNIT
65789,AMPICILLIN (AMPICILLIN SODIUM),2 G
65790,AMPICILLIN (AMPICILLIN SODIUM),1 G
65791,AMPICILLIN (AMPICILLIN SODIUM),500 MG
65792,AMPICILLIN (AMPICILLIN SODIUM),250 MG
65793,ISOPROPYL ALCOHOL,17.20 %
65794,BENZETHONIUM CHLORIDE,0.28 %
65795,DIATRIZOATE MEGLUMINE,66 %
65799,DIATRIZOATE SODIUM,10 %
65800,SINCALIDE,5 MCG
65812,TRICLOSAN,0.6 %
65823,BENZALKONIUM CHLORIDE,0.1 %
65824,BENZETHONIUM CHLORIDE,0.1 %
65827,PYRITHIONE ZINC,2 %
65828,DIDECYL DIMETHYL AMMONIUM CHLORIDE,0.684 %
65829,BENZALKONIUM CHLORIDE,1.52 %
65839,DIOCTYL DIMETHYL AMMONIUM CHLORIDE,0.456 %
65841,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,1.14 %
65845,DIDECYL DIMETHYL AMMONIUM CHLORIDE,15.36 %
65846,TRICLOSAN,0.1 %
65859,TRICLOSAN,0.5 %
65889,TOLNAFTATE,1 %
65897,QUININE SULFATE,300 MG
65907,QUININE SULFATE,200 MG
65934,QUININE SULFATE,300 MG
65951,LACTULOSE,667 MG
65975,CYPROHEPTADINE HYDROCHLORIDE,4 MG
65976,BENZALKONIUM CHLORIDE,.8 %
65982,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,.8 %
65998,BENZALKONIUM CHLORIDE,2.25 %
66031,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
66035,BENZALKONIUM CHLORIDE,2.25 %
66036,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,2.25 %
66076,CHLOROXYLENOL,4.8 %
66078,MINERAL OIL,100 %
66081,CALAMINE,8 %
66118,DIPHENHYDRAMINE HYDROCHLORIDE,1 %
66152,BENZOIN,10 G
66154,MYROXYLON BALSAMUM,4 G
66162,ALOE,2 G
66168,STORAX,8 G
66170,TOLNAFTATE,1 %
66172,TOLNAFTATE,1 %
66173,TOLNAFTATE,1 %
66188,XYLOMETAZOLINE HYDROCHLORIDE,0.1 %
66189,MINERAL OIL,100 %
66190,CHLORPHENIRAMINE MALEATE,4 MG
66193,PETROLATUM,100 %
73324,SIMETHICONE,80 MG
73340,ACETAMINOPHEN,80 MG
73341,ACETAMINOPHEN,80 MG
73342,SALICYLIC ACID,2.0 %
73352,COAL TAR,4.25 %
73355,BENZALKONIUM CHLORIDE,0.2 %
73356,OXYMETAZOLINE HYDROCHLORIDE,0.05 %
73358,TOLNAFTATE,1 %
73377,OXYBENZONE,2 %
73378,OCTINOXATE,7 %
73379,CHLOROXYLENOL,0.5 %
73384,MENTHOL,4.0 %
73392,PHENIRAMINE MALEATE,0.20 %
73395,PHENYLEPHRINE HYDROCHLORIDE,0.50 %
73409,OXYMETAZOLINE HYDROCHLORIDE,0.05 %
73416,OXYMETAZOLINE HYDROCHLORIDE,0.05 %
73417,GUAIFENESIN,100 MG
73418,GUAIFENESIN,100 MG
73420,POLYAMINOPROPYL BIGUANIDE,0.00005 %
73429,DISODIUM EDETATE,0.10 %
73430,TETRAHYDROZOLINE HYDROCHLORIDE,0.05 %
73432,ACETAMINOPHEN,160 MG
73433,CHLOROXYLENOL,0.5 %
73439,MENTHOL,1.25 %
73448,ACETAMINOPHEN,160 MG
73449,ACETAMINOPHEN,80 MG
73457,BACITRACIN,500 UNIT
73458,POLYMYXIN B (POLYMYXIN B SULFATE),10000 UNIT
73463,DIMETHICONE,2 %
73470,PADIMATE O,6.6 %
73483,OXYBENZONE,2.5 %
73484,CHLORHEXIDINE GLUCONATE,0.003 %
73485,POLYAMINOPROPYL BIGUANIDE,0.0005 %
73487,DISODIUM EDETATE,0.05 %
73488,MERADIMATE,4.8 %
73489,DIMETHICONE,3 %
73493,OXYBENZONE,5.2 %
73495,OCTISALATE,5 %
73496,HOMOSALATE,4.5 %
73497,OCTINOXATE,7.4 %
73498,OXYBENZONE,3 %
73499,OCTINOXATE,7.5 %
73505,OXYBENZONE,3 %
73507,OCTINOXATE,7.5 %
73509,CAMPHOR,0.38 %
73510,PHENOL,0.45 %
73513,MERADIMATE,2.5 %
73515,MENTHOL,0.6 %
73516,OXYGEN,50 %
73526,CARBON DIOXIDE,50 %
73527,HELIUM,99 %
73528,OXYGEN,99 %
73529,L-ALANINE,1490 MG
73530,METHIONINE,258 MG
73533,GLUTAMIC ACID,1107 MG
73534,TRYPTOPHAN,300 MG
73535,L-THREONINE,600 MG
73540,L-PHENYLALANINE,447 MG
73541,L-LEUCINE,1500 MG
73543,L-ISOLEUCINE,990 MG
73565,L-PROLINE,1083 MG
73583,L-ARGININE,1527 MG
73587,L-ASPARTIC ACID,1050 MG
73590,SERINE,795 MG
73591,L-LYSINE (LYSINE ACETATE),1575 MG
73592,GLYCINE,750 MG
73604,HISTIDINE,450 MG
73611,N-ACETYL-L-TYROSINE,405 MG
73612,L-VALINE,750 MG
73613,FLUOCINONIDE,0.05 %
73614,NAPROXEN SODIUM,550 MG
73619,NAPROXEN,750 MG
73623,NAPROXEN,500 MG
73631,NAPROXEN,375 MG
73633,FLUOCINONIDE,0.05 %
73640,KETOROLAC TROMETHAMINE,10 MG
73644,BRETYLIUM TOSYLATE,50 MG
73646,PROCAINAMIDE HYDROCHLORIDE,100 MG
73648,ESTRADIOL,2 MG
73650,ESTRADIOL,1 MG
73652,METOCLOPRAMIDE HYDROCHLORIDE,5 MG
73669,ETHYLENE OXIDE,100 %
73676,ACETAMINOPHEN,325 MG
73677,ACETAMINOPHEN,500 MG
77558,ESTRAMUSTINE PHOSPHATE SODIUM,140 MG
77563,DESMOPRESSIN ACETATE,0.1 MG
77564,ADENOSINE,3 MG
77566,DESMOPRESSIN ACETATE,0.2 MG
77569,POTASSIUM PHOSPHATE MONOBASIC,224 MG
77578,POTASSIUM PHOSPHATE DIBASIC,236 MG
77584,PROTAMINE SULFATE,10 MG
77590,NAPROXEN SODIUM,275 MG
77591,DEQUALINIUM CHLORIDE,0.5 %
77592,CLINDAMYCIN (CLINDAMYCIN HYDROCHLORIDE),300 MG
77611,FLUDROCORTISONE 21-ACETATE,0.1 MG
77612,ACETYLSALICYLIC ACID,325 MG
77613,ACETYLSALICYLIC ACID,500 MG
77615,CLOTRIMAZOLE,200 MG
77627,CLOTRIMAZOLE,500 MG
77628,CLOTRIMAZOLE,1 %
77631,CLOTRIMAZOLE,2 %
77636,CLOTRIMAZOLE,1 %
77637,BENZALKONIUM CHLORIDE,0.13 %
77638,LIDOCAINE HYDROCHLORIDE,2.5 %
77639,ACETYLSALICYLIC ACID,325 MG
77640,SEVOFLURANE,99.97 %
77648,CEFAZOLIN (CEFAZOLIN SODIUM),500 MG
77650,MESALAZINE,400 MG
77651,MYCOPHENOLATE MOFETIL,250 MG
77652,CEFAZOLIN (CEFAZOLIN SODIUM),1 G
77653,CEFAZOLIN (CEFAZOLIN SODIUM),10 G
77655,ETHYLENEDIAMINE DIHYDROIODIDE,105 MG
77656,GANCICLOVIR (GANCICLOVIR SODIUM),500 MG
77657,IBUPROFEN,200 MG
77674,LEVOTHYROXINE SODIUM,50 MCG
77675,LEVOTHYROXINE SODIUM,25 MCG
77676,LEVOTHYROXINE SODIUM,112 MCG
77677,LEVOTHYROXINE SODIUM,125 MCG
77678,LEVOTHYROXINE SODIUM,75 MCG
77679,LEVOTHYROXINE SODIUM,300 MCG
77682,LEVOTHYROXINE SODIUM,200 MCG
77707,LEVOTHYROXINE SODIUM,150 MCG
77708,LEVOTHYROXINE SODIUM,88 MCG
77712,LEVOTHYROXINE SODIUM,175 MCG
77714,LEVOTHYROXINE SODIUM,100 MCG
77715,L-ALANINE,1.04 G
77716,METHIONINE,290 MG
77721,TRYPTOPHAN,90 MG
77724,L-THREONINE,210 MG
77725,L-ISOLEUCINE,240 MG
77726,L-TYROSINE,20 MG
77727,L-PROLINE,210 MG
77729,L-ARGININE,520 MG
77731,L-PHENYLALANINE HYDROCHLORIDE,310 MG
77732,DEXTROSE,10 G
77733,GLYCINE,1.04 G
77734,HISTIDINE,220 MG
77735,L-LYSINE HYDROCHLORIDE,290 MG
77739,L-VALINE,230 MG
77741,L-LEUCINE HYDROCHLORIDE,310 MG
77742,LAMIVUDINE,150 MG
77753,LAMIVUDINE,10 MG
77754,GUAIFENESIN,100 MG
77762,CODEINE PHOSPHATE,3.3 MG
77763,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
43100,CHLORHEXIDINE GLUCONATE,0.5 %
43101,ISOPROPYL ALCOHOL,70 %
43104,OCTREOTIDE (OCTREOTIDE ACETATE),200 MCG
43108,CLONAZEPAM,0.5 MG
43116,CHLORHEXIDINE ACETATE,1.25 %
43117,CHLORHEXIDINE ACETATE,0.52 %
43137,GLYCERINE,4.85 %
43143,GLYCERINE,8 %
43151,NONYL PHENOXYPOLYETHOXYETHANOL-IODINE COMPLEX,5.25 %
43165,BICALUTAMIDE,50 MG
43171,ACARBOSE,50 MG
43172,IPRATROPIUM BROMIDE,42 MCG
43175,Desoxycortone pivalate,25 MG
43176,ACARBOSE,100 MG
43182,NAPROXEN,125 MG
43184,MEDROXYPROGESTERONE ACETATE,150 MG
43205,MICONAZOLE NITRATE,400 MG
43207,METHOTREXATE (METHOTREXATE SODIUM),25 MG
43212,PORFIMER SODIUM,75 MG
43221,GUAIFENESIN,100 MG
43222,CODEINE PHOSPHATE,10 MG
43223,PHENIRAMINE MALEATE,7.5 MG
43233,ATENOLOL,50 MG
43270,ATENOLOL,100 MG
43274,MAGNESIUM SULFATE,500 MG
43279,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),500 MG
43280,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),1 G
43282,CHORIONIC GONADOTROPIN,200 UNIT
43283,GONADOTROPHIN SERUM (PMSG),400 UNIT
43285,OMEPRAZOLE (OMEPRAZOLE MAGNESIUM),20 MG
43286,TIAPROFENIC ACID,200 MG
43292,TIAPROFENIC ACID,300 MG
43299,CARBAMAZEPINE,100 MG
43300,DESLORELIN (DESLORELIN ACETATE),2.1 MG
43301,VINCRISTINE SULFATE,1 MG
43306,CHOLESTYRAMINE RESIN,4 G
43307,SALBUTAMOL (SALBUTAMOL SULFATE),0.5 MG
43308,SALBUTAMOL (SALBUTAMOL SULFATE),2 MG
43309,SALBUTAMOL (SALBUTAMOL SULFATE),1 MG
43310,BACILLUS CALMETTE-GUERIN (BCG) STRAIN TICE,800000000 UNIT
43311,TRIAMCINOLONE ACETONIDE,55 MCG
43312,CHLORHEXIDINE GLUCONATE,4 %
43314,WATER,100 %
43315,CYCLOBENZAPRINE HYDROCHLORIDE,10 MG
43316,LITHIUM CARBONATE,600 MG
43317,LITHIUM CARBONATE,150 MG
43329,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
43349,IOVERSOL,74 %
43358,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),10 MG
43361,SAQUINAVIR (SAQUINAVIR MESYLATE),200 MG
43369,DECOQUINATE,60 G
43370,ZOPICLONE,7.5 MG
43371,COPPER (COPPER SULFATE),.4 MG
43381,CHROMIUM (CHROMIC CHLORIDE),4 MCG
43384,MANGANESE (MANGANESE SULFATE),.1 MG
43385,ZINC (ZINC SULFATE),1 MG
43386,LITHIUM CARBONATE,300 MG
43387,TRAZODONE HYDROCHLORIDE,50 MG
43388,TRAZODONE HYDROCHLORIDE,100 MG
43389,TRAZODONE HYDROCHLORIDE,150 MG
43390,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE),100 MG
43391,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE),200 MG
43392,ACEBUTOLOL (ACEBUTOLOL HYDROCHLORIDE),400 MG
43393,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),20 MG
43394,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),10 MG
43395,TRENBOLONE ACETATE,200 MG
43400,ESTRADIOL BENZOATE,28 MG
43416,SOTALOL HYDROCHLORIDE,80 MG
43417,FLUOCINONIDE,0.05 %
43419,BUSPIRONE HYDROCHLORIDE,10 MG
43420,ISOPROPYL ALCOHOL,17.20 %
43428,BENZETHONIUM CHLORIDE,0.28 %
43430,DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE),10 MG
43431,DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE),25 MG
43433,VERAPAMIL HYDROCHLORIDE,120 MG
43438,DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE),100 MG
43439,DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE),75 MG
43443,DESIPRAMINE (DESIPRAMINE HYDROCHLORIDE),50 MG
43447,MEGESTROL ACETATE,160 MG
43455,MEGESTROL ACETATE,40 MG
43464,DEXTROSE,67.5 G
43486,POTASSIUM CHLORIDE,6.7 G
43498,SODIUM CHLORIDE,263 G
43499,ACETIC ACID,10.8 G
43504,MAGNESIUM CHLORIDE,3.21 G
43505,CALCIUM CHLORIDE,6.24 G
43506,DEXTROSE,90 G
43507,POTASSIUM CHLORIDE,10 G
43510,SODIUM CHLORIDE,263 G
43511,ACETIC ACID,10.8 G
43513,MAGNESIUM CHLORIDE,1.61 G
43514,CALCIUM CHLORIDE,7.48 G
43516,DEXTROSE,45 G
43530,POTASSIUM CHLORIDE,10 G
43531,SODIUM CHLORIDE,263 G
43532,ACETIC ACID,10.8 G
43533,MAGNESIUM CHLORIDE,2.14 G
43534,CALCIUM CHLORIDE,6.24 G
43536,DEXTROSE,45 G
43537,POTASSIUM CHLORIDE,3.35 G
66196,SODIUM CHLORIDE,263 G
66197,ACETIC ACID,10.8 G
66198,MAGNESIUM CHLORIDE,2.14 G
66199,CALCIUM CHLORIDE,4.99 G
66200,HYDROGEN PEROXIDE,58 %
66208,DIMENHYDRINATE,15 MG
66221,DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE),2 %
66245,OXYTETRACYCLINE (OXYTETRACYCLINE DIHYDRATE),200 MG
66247,SPECTINOMYCIN (SPECTINOMYCIN HYDROCHLORIDE),22 G
66253,LINCOMYCIN (LINCOMYCIN HYDROCHLORIDE),22 G
66260,ALTEPLASE,100 MG
66266,WATER,100 ML
66270,CHLORTETRACYCLINE HYDROCHLORIDE,110 G
66275,PENICILLIN G (PENICILLIN G PROCAINE),55 G
66276,SULFAMETHAZINE,110 G
66277,ADAPALENE,0.1 %
66280,DEXTROSE,45 G
66284,POTASSIUM CHLORIDE,3.35 G
66286,SODIUM CHLORIDE,263 G
66289,ACETIC ACID,10.8 G
66290,MAGNESIUM CHLORIDE,2.14 G
66291,CALCIUM CHLORIDE,6.24 G
66292,MAGNESIUM CHLORIDE,20.5 G
66299,DEXTROSE,45 G
66357,POTASSIUM CHLORIDE,3.35 G
66363,SODIUM CHLORIDE,263 G
66387,ACETIC ACID,10.8 G
66399,MAGNESIUM CHLORIDE,1.61 G
66413,CALCIUM CHLORIDE,6.24 G
66434,DEXTROSE,67.5 G
66438,POTASSIUM CHLORIDE,5.02 G
66439,SODIUM CHLORIDE,263 G
66440,ACETIC ACID,10.8 G
66444,MAGNESIUM CHLORIDE,3.21 G
66453,CALCIUM CHLORIDE,6.24 G
66455,DEXTROSE,45 G
66457,POTASSIUM CHLORIDE,6.7 G
66459,SODIUM CHLORIDE,263 G
66461,ACETIC ACID,10.8 G
66463,MAGNESIUM CHLORIDE,1.61 G
66465,CALCIUM CHLORIDE,6.24 G
66470,DEXTROSE,67.5 G
66471,POTASSIUM CHLORIDE,6.7 G
66472,SODIUM CHLORIDE,263 G
66473,ACETIC ACID,10.8 G
66474,MAGNESIUM CHLORIDE,2.14 G
66475,CALCIUM CHLORIDE,4.99 G
66476,DEXTROSE,45 G
66477,POTASSIUM CHLORIDE,6.7 G
66484,SODIUM CHLORIDE,263 G
66485,ACETIC ACID,10.8 G
